Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Reservoir,9/23 Ashley St,2,h,320000,PI,Ray,22/07/2017,12,3073,2,1,1,89,65,1965,Darebin City Council,-37.71766,145.00132,Northern Metropolitan,21650
Maidstone,17/46 Eucalyptus Dr,2,u,352500,S,hockingstuart,18/03/2017,9.2,3012,2,1,1,15100,66,2012,Maribyrnong City Council,-37.7795,144.8729,Western Metropolitan,3873
Balaclava,1/34 Gourlay St,2,t,1015000,S,Gary,7/11/16,6.6,3183,2,1,2,114,120,2000,Port Phillip City Council,-37.8723,144.9961,Southern Metropolitan,2952
Seddon,15 Pentland Pde,4,h,1201000,S,Village,10/12/16,6.6,3011,4,2,1,299,158,1910,Maribyrnong City Council,-37.8087,144.8952,Western Metropolitan,2417
Cheltenham,19 Shipston Rd,3,h,1240000,S,O'Brien,3/6/17,17.9,3192,3,1,4,605,130,1960,Bayside City Council,-37.97161,145.07036,Southern Metropolitan,9758
Forest Hill,35 Panorama Dr,4,h,945000,S,Ray,15/07/2017,15.4,3131,4,2,2,294,194,2010,Whitehorse City Council,-37.85156,145.16923,Eastern Metropolitan,4385
Surrey Hills,2/33 Chestnut St,3,t,1110000,S,Fletchers,3/9/16,11.2,3127,4,2,2,401,129,1970,Boroondara City Council,-37.8332,145.1105,Southern Metropolitan,5457
Wollert,17 Champions Pde,3,t,478000,S,hockingstuart,7/10/17,25.5,3750,3,2,2,162,150,2011,Whittlesea City Council,-37.62134,145.02416,Northern Metropolitan,2940
Wantirna South,81 Sylphide Wy,4,h,1036000,S,Noel,21/10/2017,14.7,3152,4,2,2,772,163,1980,Knox City Council,-37.88366,145.22212,Eastern Metropolitan,7082
Eltham,17 Beard St,6,h,855000,S,Morrison,27/05/2017,18,3095,6,3,3,804,214,1980,Banyule City Council,-37.70872,145.16102,Eastern Metropolitan,6990
Preston,421 Murray Rd,4,h,760000,PI,Barry,22/05/2016,8.8,3072,9,8,7,1254,280,1928,Darebin City Council,-37.7367,144.9895,Northern Metropolitan,14577
Doncaster,172 George St,5,h,1350000,PI,Barry,4/11/17,12.4,3108,5,2,3,770,230,1980,Manningham City Council,-37.78,145.1425,Eastern Metropolitan,9028
Bentleigh East,31b Purtell St,4,t,1465000,S,Buxton,18/06/2016,13.9,3165,3,2,2,319,256,2015,Glen Eira City Council,-37.9256,145.0533,Southern Metropolitan,10969
Hawthorn East,3/859 Toorak Rd,3,t,1590000,S,Jellis,19/11/2016,7.5,3123,3,2,2,289,181,2010,Boroondara City Council,-37.8451,145.0525,Southern Metropolitan,6482
Thornbury,29 Collins St,2,h,1211000,S,hockingstuart,25/02/2017,6.5,3071,2,1,0,302,97,1915,Darebin City Council,-37.7549,145.0035,Northern Metropolitan,8870
Reservoir,18 Zinnia St,3,h,595000,SP,Barry,6/5/17,11.2,3073,3,1,1,490,116,1970,Darebin City Council,-37.7152,144.9817,Northern Metropolitan,21650
Sunshine North,376 Ballarat Rd,5,h,750000,PI,RW,14/10/2017,10.5,3020,5,3,3,561,114,1960,Brimbank City Council,-37.77863,144.84554,Western Metropolitan,4217
Bentleigh East,2 Warwick St,3,h,1000000,S,Jellis,14/10/2017,13.8,3165,3,2,3,402,99,1970,Glen Eira City Council,-37.92066,145.0669,Southern Metropolitan,10969
Cheltenham,4 Allnutt Ct,3,h,800000,SP,Buxton,24/06/2017,17.9,3192,3,1,1,366,121,1970,Bayside City Council,-37.96877,145.07484,Southern Metropolitan,9758
Keilor,37 Parramatta Rd,4,h,635000,S,Nelson,8/7/17,14.5,3036,4,2,2,531,138,1975,Brimbank City Council,-37.71368,144.82082,Western Metropolitan,2339
Port Melbourne,106 Ross St,2,h,1000000,VB,Marshall,7/5/16,3.8,3207,2,1,1,90,106,2007,Melbourne City Council,-37.8357,144.9376,Southern Metropolitan,8648
Sunshine North,3 Belmore Rd,4,h,775000,S,Douglas,29/04/2017,13.3,3020,4,1,2,665,147,1980,Brimbank City Council,-37.7662,144.8383,Western Metropolitan,4217
Sunbury,3 Paperbark Av,5,h,675000,S,YPA,23/09/2017,31.7,3429,5,3,2,615,208,2000,Hume City Council,-37.59115,144.72581,Western Metropolitan,14092
Beaumaris,4 Clonmore St,4,h,1957500,SP,Hodges,11/11/17,17.3,3193,4,2,2,789,180,1980,Bayside City Council,-37.9792,145.035,Southern Metropolitan,5366
Craigieburn,36 Serenity Wy,4,h,592500,S,Ray,22/07/2017,20.6,3064,4,2,2,448,188,2011,Hume City Council,-37.57635,144.91151,Northern Metropolitan,15510
Doreen,6 Ashgate Dr,3,h,510000,SP,Love,9/12/17,25.9,3754,3,2,2,385,135,2010,Nillumbik Shire Council,-37.61204,145.13212,Northern Victoria,7254
Caulfield South,5 Alder St,3,h,1460000,S,hockingstuart,3/12/16,9.3,3162,3,1,2,451,121,1960,Glen Eira City Council,-37.8874,145.019,Southern Metropolitan,5051
Attwood,12 Chandos Pl,4,h,820000,VB,Barry,9/12/17,16.5,3049,4,2,3,657,36,2004,Hume City Council,-37.66884,144.88636,Northern Metropolitan,1130
Glenroy,78 Justin Av,2,h,805000,SP,RW,19/08/2017,11.2,3046,2,1,4,712,82,1970,Moreland City Council,-37.69994,144.93489,Northern Metropolitan,8870
Carnegie,2A Walden Gr,3,h,1050000,VB,Eview,22/07/2017,10.1,3163,3,1,2,184,133,1990,Glen Eira City Council,-37.90017,145.05812,Southern Metropolitan,7822
Niddrie,14 Vaynor St,3,h,1105000,S,Brad,28/05/2016,11.2,3042,3,1,1,643,119,1950,Moonee Valley City Council,-37.7449,144.8899,Western Metropolitan,2291
Coburg,162 The Avenue,4,h,1320000,S,Barry,17/02/2018,6.7,3058,4,2,2,570,190,1970,Darebin City Council,-37.75383,144.97812,Northern Metropolitan,11204
Moonee Ponds,2/102 Bent St,3,t,870000,S,Nelson,23/04/2016,6.9,3039,3,2,2,156,152,2000,Moonee Valley City Council,-37.7631,144.9357,Western Metropolitan,6232
Templestowe,9 Wynnewood Ct,5,h,1950000,PI,Noel,9/12/17,15.5,3106,5,3,2,585,275,1992,Manningham City Council,-37.75644,145.15528,Eastern Metropolitan,6202
Kew,88 Gladstone St,3,h,1410000,PI,Noel,8/7/17,5.4,3101,3,1,1,404,113,1930,Boroondara City Council,-37.79893,145.04266,Southern Metropolitan,10331
Kew,220 Cotham Rd,4,h,2280000,PI,Marshall,3/3/18,5.4,3101,4,2,1,715,221,1899,Boroondara City Council,-37.80877,145.04594,Southern Metropolitan,10331
Kew,18 Collins St,4,h,1750000,S,hockingstuart,27/11/2016,5.6,3101,4,3,2,641,230,2010,Boroondara City Council,-37.7982,145.0281,Southern Metropolitan,10331
Rowville,71 Kellbourne Dr,4,h,860000,S,Fletchers,24/06/2017,23.5,3178,4,2,0,725,196,1985,Knox City Council,-37.9088,145.26319,South-Eastern Metropolitan,11667
Airport West,154 Halsey Rd,3,t,840000,PI,Nelson,3/9/16,13.5,3042,3,2,1,303,225,2016,Moonee Valley City Council,-37.718,144.878,Western Metropolitan,3464
Chadstone,7 Inga Ct,3,h,1301000,S,Buxton,18/03/2017,13.6,3148,3,1,2,620,88,1970,Monash City Council,-37.8812,145.105,Southern Metropolitan,3582
St Kilda,32/10 Acland St,1,u,380000,S,Whiting,4/6/16,6.1,3182,1,1,1,2879,49,1967,Port Phillip City Council,-37.863,144.9747,Southern Metropolitan,13240
Meadow Heights,10 Castella Ct,3,h,450000,SP,Barry,8/7/17,17.4,3048,3,1,1,702,96,1970,Hume City Council,-37.66059,144.92006,Northern Metropolitan,4704
Albion,29 Norwood St,3,h,593000,SP,Sweeney,4/6/16,13.9,3020,3,2,2,605,102,1965,Brimbank City Council,-37.7792,144.8117,Western Metropolitan,2185
Middle Park,2/61 Canterbury Rd,2,u,535000,S,hockingstuart,4/6/16,4.1,3206,2,1,1,760,58,1930,Port Phillip City Council,-37.8474,144.9625,Southern Metropolitan,2019
Point Cook,4 Teeside Ct,4,h,1060000,SP,hockingstuart,7/10/17,14.7,3030,4,3,2,978,325,2003,Wyndham City Council,-37.89157,144.7584,Western Metropolitan,15542
St Kilda,1/23 Eildon Rd,3,u,1190000,S,Gary,29/04/2017,6.1,3182,3,1,1,460,140,1955,Port Phillip City Council,-37.8623,144.9772,Southern Metropolitan,13240
Albion,14 Delmont St,3,h,730000,S,hockingstuart,4/3/17,13.9,3020,3,2,3,628,140,1960,Brimbank City Council,-37.7801,144.8121,Western Metropolitan,2185
Port Melbourne,95 Heath St,3,h,1560000,S,Greg,10/9/16,3.8,3207,3,2,2,241,131,1900,Melbourne City Council,-37.8346,144.9448,Southern Metropolitan,8648
Melton West,30 Borrowdale Rd,3,h,438000,S,YPA,3/9/17,31.7,3337,3,2,2,575,172,2016,Melton City Council,-37.66745,144.55857,Northern Victoria,6065
Burwood East,28 Robert St,3,h,1177000,S,hockingstuart,3/3/18,14.7,3151,3,2,2,608,162,1979,Whitehorse City Council,-37.84767,145.15369,Eastern Metropolitan,4048
Richmond,7 Wiltshire St,3,h,1425000,S,Marshall,17/06/2017,2.4,3121,3,3,3,81,81,2000,Yarra City Council,-37.82622,144.99879,Northern Metropolitan,14949
Windsor,3/217 Dandenong Rd,2,u,854000,SP,Woodards,22/04/2017,5.1,3181,2,1,1,774,90,1945,Port Phillip City Council,-37.8582,144.9979,Southern Metropolitan,4380
Hoppers Crossing,25 Hampstead Dr,3,h,691000,S,Ray,3/3/18,18.4,3029,3,1,6,709,150,1986,Wyndham City Council,-37.88137,144.69321,Western Metropolitan,13830
Croydon,15 Ronald Rd,2,h,570000,SP,McGrath,1/7/17,23,3136,2,1,1,312,110,1994,Maroondah City Council,-37.80752,145.27212,Eastern Metropolitan,11925
Glen Waverley,11 The Ridge,3,h,1700000,S,Harcourts,17/02/2018,16.7,3150,3,1,2,714,119,1960,Monash City Council,-37.86993,145.16531,Eastern Metropolitan,15321
Reservoir,1/15 Chenies St,3,u,450000,VB,hockingstuart,22/05/2016,11.2,3073,3,1,2,179,108,2002,Darebin City Council,-37.7108,145.0289,Northern Metropolitan,21650
Hampton,4 The Avenue,4,h,2500000,VB,Marshall,23/09/2017,13.8,3188,4,2,4,683,199,1980,Bayside City Council,-37.92983,145.00167,Southern Metropolitan,5454
Sunshine West,66 Nicholson Pde,3,h,615000,S,Melbourne,3/12/16,13.5,3020,3,2,6,667,152,1975,Brimbank City Council,-37.7969,144.8086,Western Metropolitan,6763
Box Hill,12 Barcelona St,4,h,1461400,S,Allens,17/09/2016,13.1,3128,3,2,2,780,235,1927,Whitehorse City Council,-37.8244,145.1319,Eastern Metropolitan,4605
Essendon,38 Alfred Rd,3,h,1290000,S,Nelson,28/08/2016,8,3040,3,1,1,618,132,1960,Moonee Valley City Council,-37.7442,144.9249,Western Metropolitan,9264
Moonee Ponds,61 Athol St,3,h,1400000,SP,Brad,16/04/2016,6.9,3039,3,2,2,394,160,1890,Moonee Valley City Council,-37.7699,144.9149,Western Metropolitan,6232
Kensington,111/18 Bent St,2,u,631090,S,Alexkarbon,27/06/2016,4.2,3031,2,2,1,2136,94,2012,Melbourne City Council,-37.7956,144.935,Northern Metropolitan,5263
Box Hill,37 Thames St,4,h,1875000,S,RT,11/11/17,10.9,3128,4,2,2,715,227,1930,Whitehorse City Council,-37.8142,145.1278,Eastern Metropolitan,4605
Bonbeach,2 Royal Rd,3,h,1031000,S,O'Brien,28/10/2017,27,3196,3,2,3,564,150,1950,Kingston City Council,-38.06087,145.12686,South-Eastern Metropolitan,2887
Ivanhoe,3 Sylvan Ct,3,h,1851000,S,Jellis,13/05/2017,7.9,3079,3,2,2,618,215,1960,Banyule City Council,-37.7817,145.0391,Eastern Metropolitan,5549
Tarneit,37 Tyler Cr,4,h,505000,SP,Purplebricks,12/8/17,18.4,3029,4,2,2,498,167,2010,Wyndham City Council,-37.84267,144.65407,Western Metropolitan,10160
Oakleigh South,14 Columbia St,3,h,802000,S,Ray,8/10/16,14.7,3167,1,1,2,533,120,1960,Kingston City Council,-37.9348,145.0836,South-Eastern Metropolitan,3692
Altona North,4/15 Stapley Cr,3,u,451500,SP,Barlow,15/07/2017,9.4,3025,3,1,1,180,88,1965,Hobsons Bay City Council,-37.83648,144.86296,Western Metropolitan,5132
Hoppers Crossing,22 Roseland Cr,3,h,520000,S,Reliance,19/08/2017,18.4,3029,3,1,2,538,112,1980,Wyndham City Council,-37.88531,144.68431,Western Metropolitan,13830
Meadow Heights,2/11 Dutton Ct,3,t,360000,SP,RW,29/07/2017,17.4,3048,3,1,1,154,108,2008,Hume City Council,-37.64992,144.91883,Northern Metropolitan,4704
Prahran,2/36 Clarke St,1,u,482500,SP,Sotheby's,8/10/16,4.5,3181,2,1,1,443,50,1970,Stonnington City Council,-37.8493,145.0006,Southern Metropolitan,7717
Eltham,25 Leane Dr,4,h,977500,S,Morrison,17/06/2017,18,3095,4,2,3,1004,184,1985,Banyule City Council,-37.69999,145.1617,Eastern Metropolitan,6990
Point Cook,84 Beachview Pde,4,h,690000,VB,hockingstuart,15/07/2017,14.7,3030,4,2,2,540,531,2012,Wyndham City Council,-37.90715,144.76527,Western Metropolitan,15542
Balwyn North,13 Riverview Rd,4,h,2205000,PI,RW,3/12/16,9.2,3104,4,2,2,750,214,1950,Boroondara City Council,-37.7906,145.0788,Southern Metropolitan,7809
Rowville,19 Ling Dr,4,h,920000,SP,Harcourts,24/02/2018,23.5,3178,4,2,2,727,218,1990,Knox City Council,-37.92628,145.24259,South-Eastern Metropolitan,11667
Balwyn North,16 Nevada St,4,h,1700000,VB,Jellis,27/06/2016,9.2,3104,3,2,5,754,175,1960,Boroondara City Council,-37.786,145.0886,Southern Metropolitan,7809
Middle Park,141 Richardson St,3,h,1910000,PI,Greg,28/08/2016,4.1,3206,3,1,3,217,125,1900,Port Phillip City Council,-37.8474,144.9582,Southern Metropolitan,2019
Gowanbrae,8 Perth Ct,4,h,709000,PI,Nelson,14/05/2016,13.6,3043,4,2,2,453,213,2007,Moreland City Council,-37.7016,144.8974,Western Metropolitan,1071
Moonee Ponds,20 Huntly St,2,h,970000,S,Nelson,20/05/2017,6.9,3039,2,1,2,272,85,1900,Moonee Valley City Council,-37.7641,144.9073,Western Metropolitan,6232
Melton,11 Inez Ct,4,h,500000,SP,PRDNationwide,24/02/2018,31.7,3337,4,2,4,600,135,1975,Melton City Council,-37.68728,144.5794,Western Victoria,3600
Moorabbin,5A William St,4,h,1016000,S,Buxton,11/2/17,14.6,3189,4,3,2,272,188,2000,Kingston City Council,-37.9443,145.0444,Southern Metropolitan,2555
Bentleigh East,16 Niki Ct,3,t,1050000,VB,hockingstuart,7/10/17,13.8,3165,4,2,3,248,184,1970,Glen Eira City Council,-37.93682,145.0762,Southern Metropolitan,10969
Sunshine West,1/10 Fremont Pde,4,h,515000,SP,Brad,8/4/17,13.5,3020,4,2,2,332,159,2006,Brimbank City Council,-37.7962,144.8064,Western Metropolitan,6763
Greenvale,1 Haddington Cr,5,h,1020000,VB,Barry,18/11/2017,20.4,3059,5,2,2,981,301,1990,Hume City Council,-37.6529,144.8888,Northern Metropolitan,4864
Brighton,58 Champion St,4,h,2640000,S,Hodges,26/07/2016,11.2,3186,4,2,2,848,246,1975,Bayside City Council,-37.9234,145.0042,Southern Metropolitan,10579
Wheelers Hill,2 Wattleglade Ct,5,h,1660000,S,Ray,23/09/2017,16.7,3150,5,2,2,790,291,1990,Monash City Council,-37.90001,145.18688,South-Eastern Metropolitan,7392
Fitzroy North,74 Barkly St,4,h,1950000,S,Nelson,14/05/2016,3.5,3068,4,2,2,233,216,1890,Moreland City Council,-37.7786,144.9818,Northern Metropolitan,6244
Hadfield,15 Curtin Av,4,h,787000,S,Stockdale,3/3/18,11.2,3046,4,2,1,583,114,1950,Moreland City Council,-37.70947,144.94664,Northern Metropolitan,2606
Port Melbourne,13 Park Sq,4,h,2160000,PI,Buxton,14/10/2017,3.5,3207,4,2,3,391,194,2000,Melbourne City Council,-37.83964,144.935,Southern Metropolitan,8648
Rosanna,51 Davies St,3,h,1012000,S,Fletchers,17/09/2016,11.4,3084,3,2,1,323,142,2015,Banyule City Council,-37.7359,145.0614,Eastern Metropolitan,3540
Footscray,9/6 Rosamond Rd,2,t,410000,SP,Rendina,15/10/2016,6.4,3011,2,2,1,65,80,2014,Maribyrnong City Council,-37.7881,144.8838,Western Metropolitan,7570
Glen Waverley,21 Ingleside Cr,4,h,1459000,S,Ray,17/02/2018,16.7,3150,4,2,2,671,164,1975,Monash City Council,-37.88618,145.14701,Eastern Metropolitan,15321
Parkville,28/238 The Avenue,3,u,1403000,S,Nelson,27/11/2016,2.6,3052,3,2,2,2401,132,1980,Melbourne City Council,-37.7818,144.9576,Northern Metropolitan,2309
Altona Meadows,13 Dillon Ct,4,h,783000,S,Barry,17/02/2018,15.5,3028,4,2,2,489,166,2000,Hobsons Bay City Council,-37.87536,144.77117,Western Metropolitan,7630
Williamstown,18 Charles St,3,h,1290000,SP,Williams,3/3/18,6.8,3016,3,1,0,256,50,1915,Hobsons Bay City Council,-37.86045,144.89185,Western Metropolitan,6380
St Kilda,48 Greeves St,4,h,2000000,VB,Gary,4/3/17,6.1,3182,4,2,3,420,160,1910,Port Phillip City Council,-37.8667,144.9832,Southern Metropolitan,13240
Balwyn North,113 Maud St,4,h,2614000,S,Fletchers,4/3/17,9.2,3104,4,2,2,772,150,1955,Boroondara City Council,-37.7959,145.0787,Southern Metropolitan,7809
Burwood,61 McCubbin St,4,h,1390000,SA,Fletchers,12/8/17,10.4,3125,4,2,1,627,196,1950,Monash City Council,-37.85374,145.12459,Southern Metropolitan,5678
Craigieburn,3 Pembury St,3,h,485000,S,Ray,19/08/2017,20.6,3064,3,2,1,321,150,2013,Hume City Council,-37.56937,144.90524,Northern Metropolitan,15510
Altona Meadows,29 Fell Ct,4,h,600000,S,MICM,21/10/2017,15.5,3028,4,1,1,484,100,1995,Hobsons Bay City Council,-37.87373,144.77972,Western Metropolitan,7630
Albert Park,396 Montague St,2,h,1436000,S,RT,4/3/17,3.3,3206,2,1,0,130,81,1900,Port Phillip City Council,-37.8431,144.9565,Southern Metropolitan,3280
Niddrie,1 Cuthbert St,2,h,800000,S,Frank,23/09/2017,10.4,3042,2,1,2,352,83,1950,Moonee Valley City Council,-37.7361,144.88306,Western Metropolitan,2291
Burwood,1/10 McComas Gr,2,u,650000,PI,Buxton,11/3/17,11.7,3125,2,1,1,194,120,1975,Monash City Council,-37.8509,145.1119,Southern Metropolitan,5678
Glen Waverley,2 Cherry St,5,h,1285000,S,Ray,19/08/2017,16.7,3150,5,2,1,651,124,1970,Monash City Council,-37.8656,145.15034,Eastern Metropolitan,15321
Northcote,23 Mitchell St,3,h,1900000,SP,McGrath,25/11/2017,5.3,3070,3,2,3,502,133,1920,Darebin City Council,-37.7721,145.0006,Northern Metropolitan,11364
Altona North,11 Beevers St,3,h,708000,S,Greg,15/10/2016,11.1,3025,3,1,2,585,97,1960,Hobsons Bay City Council,-37.8258,144.8523,Western Metropolitan,5132
Altona,35 Lowe Av,4,h,935000,SP,Barlow,15/07/2017,11,3018,4,2,2,629,180,1985,Hobsons Bay City Council,-37.86027,144.82073,Western Metropolitan,5301
Vermont,41 Carinya Rd,4,h,1235000,SP,Noel,24/06/2017,17.2,3133,4,2,4,624,161,1960,Maroondah City Council,-37.83344,145.19063,Eastern Metropolitan,4181
Albion,1/121 Anderson Rd,1,u,200000,VB,FN,20/05/2017,13.9,3020,1,1,1,1175,35,1970,Brimbank City Council,-37.7849,144.8272,Western Metropolitan,2185
Strathmore,44 Lind St,5,h,1485000,S,Rendina,18/06/2016,9.7,3041,5,2,4,502,365,2012,Moonee Valley City Council,-37.7317,144.9177,Western Metropolitan,3284
Mill Park,46 Buckmaster Dr,3,h,775500,S,Harcourts,15/07/2017,17.9,3082,3,1,4,840,125,1980,Whittlesea City Council,-37.66919,145.06799,Northern Metropolitan,10529
Fawkner,46 Marlborough St,2,h,786000,S,Brad,27/05/2017,13.1,3060,2,1,4,687,94,1960,Hume City Council,-37.71833,144.96935,Northern Metropolitan,5070
Broadmeadows,1 Bicknell Ct,3,h,500000,PI,Love,9/12/17,14,3047,3,1,1,404,86,1960,Hume City Council,-37.69412,144.92005,Northern Metropolitan,4294
Newport,7 Mirls St,5,h,1570000,PI,Williams,7/10/17,6.2,3015,5,2,1,374,222,1930,Hobsons Bay City Council,-37.84507,144.8792,Western Metropolitan,5498
Reservoir,4/1 Ashley St,2,u,427500,S,Love,7/11/16,11.2,3073,2,1,1,146,84,1980,Darebin City Council,-37.719,145.0014,Northern Metropolitan,21650
Fawkner,73 Major Rd,3,h,526000,S,Harcourts,7/11/16,12.4,3060,3,1,1,404,101,1960,Hume City Council,-37.7075,144.9678,Northern Metropolitan,5070
Hadfield,6 Knole St,3,h,750000,SP,D'Aprano,24/02/2018,11.2,3046,3,1,3,650,189,1950,Moreland City Council,-37.71498,144.95076,Northern Metropolitan,2606
Mill Park,23 Galilee Cr,3,h,705000,S,RW,8/7/17,17.9,3082,3,2,2,840,161,1970,Whittlesea City Council,-37.67391,145.0618,Northern Metropolitan,10529
Mount Waverley,21 Roland St,4,h,940000,S,Barry,17/02/2018,14.2,3149,4,4,2,327,209,2011,Monash City Council,-37.86032,145.11546,Eastern Metropolitan,13366
Mount Waverley,25 Carrol Gr,4,h,1352000,SP,McGrath,17/06/2017,14.2,3149,4,3,2,708,150,1960,Monash City Council,-37.89187,145.11049,Eastern Metropolitan,13366
Hawthorn,10 Through St,3,h,1425000,VB,Jellis,12/8/17,5.3,3122,3,1,1,333,108,1930,Boroondara City Council,-37.82737,145.02971,Southern Metropolitan,11308
Clayton South,15 Byron St,3,h,985000,SP,Buxton,9/9/17,17.5,3169,3,1,2,674,98,1950,Kingston City Council,-37.93539,145.11986,South-Eastern Metropolitan,4734
South Melbourne,250 Ferrars St,1,h,855000,S,Greg,16/09/2017,1.9,3205,1,1,0,67,72,1900,Port Phillip City Council,-37.8343,144.95529,Southern Metropolitan,5943
Balwyn,17 Birdwood St,1,h,2100000,PI,hockingstuart,17/06/2017,7.9,3103,1,1,1,678,303,2016,Boroondara City Council,-37.80292,145.06424,Southern Metropolitan,5682
Brighton East,130 Thomas St,3,h,1600000,VB,Gary,21/10/2017,10.3,3187,3,2,3,691,222,1930,Bayside City Council,-37.90708,145.02531,Southern Metropolitan,6938
South Yarra,9/384 Toorak Rd,2,u,485000,PI,Biggin,8/4/17,3.3,3141,2,1,0,5467,73,1970,Melbourne City Council,-37.8406,145.0035,Southern Metropolitan,14887
Brunswick East,2/33 Linden St,3,t,1050000,PI,Jellis,19/11/2016,4.5,3057,3,3,2,87,151,1998,Moreland City Council,-37.7739,144.975,Northern Metropolitan,5533
Highett,33 Haynes St,4,h,1820000,S,hockingstuart,8/7/17,16,3190,4,2,2,680,680,2006,Bayside City Council,-37.94882,145.03111,Southern Metropolitan,4794
Thornbury,35D Clapham St,3,h,1346000,S,Nelson,20/05/2017,6.5,3071,3,2,2,349,130,1918,Darebin City Council,-37.7544,144.998,Northern Metropolitan,8870
South Melbourne,5 Park Pl,2,u,650000,VB,hockingstuart,8/4/17,2.1,3205,2,1,0,438,2,1900,Port Phillip City Council,-37.8353,144.9599,Southern Metropolitan,5943
Clifton Hill,15 Dally St,2,h,1250000,S,Jellis,13/05/2017,3.4,3068,2,1,0,158,95,1890,Yarra City Council,-37.7925,144.9995,Northern Metropolitan,2954
Melton South,14 Bridgeford Cr,4,h,410000,S,hockingstuart,3/2/18,29.8,3338,4,1,2,583,136,1975,Melton City Council,-37.71357,144.57512,Western Victoria,4718
Mentone,23 Levanto St,2,h,780000,S,hockingstuart,25/11/2017,20,3194,2,2,2,390,119,1950,Kingston City Council,-37.9797,145.0751,South-Eastern Metropolitan,6162
Brighton,18 Rooding St,3,h,1635000,S,Buxton,3/9/16,11.2,3186,3,1,2,366,156,1920,Bayside City Council,-37.9038,145.0001,Southern Metropolitan,10579
Brighton East,2 Collis St,3,t,1420000,PI,Buxton,17/02/2018,10.3,3187,3,2,2,344,206,2012,Bayside City Council,-37.93001,145.01368,Southern Metropolitan,6938
Altona,29 Rose St,4,h,1780000,SP,Greg,4/6/16,13.8,3018,4,3,6,1057,220,1962,Hobsons Bay City Council,-37.8681,144.819,Western Metropolitan,5301
Cremorne,175 Dover St,2,t,1010000,S,hockingstuart,24/09/2016,2.5,3121,2,1,1,151,151,1998,Yarra City Council,-37.8311,144.9914,Northern Metropolitan,1123
Malvern East,14 Fountaine Av,4,h,2090000,S,Marshall,28/10/2017,8.4,3145,4,3,2,569,240,1920,Stonnington City Council,-37.88247,145.06621,Southern Metropolitan,8801
